product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Garden,"Accusantium Nihil Ullam (Garden)",accusantium-nihil-ullam-garden,"Voluptatem et non magni similique minima fuga. Ut iure sapiente rerum est dolores assumenda ut. Ut sit blanditiis fuga. Aut provident est aspernatur dignissimos corrupti enim et natus.","Tempore veniam vero quia fugit.",active,https://picsum.photos/300/300?random=91,"[""https:\/\/picsum.photos\/600\/600?random=910"",""https:\/\/picsum.photos\/600\/600?random=911""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Accusantium Nihil Ullam (Garden) - White / M",PAU-00091,6698883912509,386.29,,187.52,52,1,0,2192.46,g,41.51,40.02,6.53,cm,"{""Color"":""White"",""Size"":""M""}"
Garden,"Beatae Alias Repudiandae (Garden)",beatae-alias-repudiandae-garden,"Quo voluptas quas molestiae occaecati modi voluptatem adipisci quae. Dolor enim praesentium facilis eum et at quis. Nihil quia animi facere. Aut aut quae non.","Quaerat aliquid ipsam dicta similique sunt natus minus.",active,https://picsum.photos/300/300?random=92,"[""https:\/\/picsum.photos\/600\/600?random=920"",""https:\/\/picsum.photos\/600\/600?random=921""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Beatae Alias Repudiandae (Garden) - Black / S",BX7-00092,1330462308345,119.85,,87.48,24,1,1,1615.38,g,17.87,20.03,7.04,cm,"{""Color"":""Black"",""Size"":""S""}"
Garden,"Quidem Ut Ex (Garden)",quidem-ut-ex-garden,"Rerum qui labore voluptatem expedita velit quia. Id eveniet nisi qui aut aut. Ducimus modi nulla quia doloremque et tempore dicta. Laboriosam adipisci labore dolor in.","Molestiae sunt excepturi quaerat cumque.",active,https://picsum.photos/300/300?random=93,"[""https:\/\/picsum.photos\/600\/600?random=930"",""https:\/\/picsum.photos\/600\/600?random=931""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Quidem Ut Ex (Garden) - Black / L",HOY-00093,0894828852015,226.22,,113.11,117,1,0,3352.69,g,44.93,13.96,44.14,cm,"{""Color"":""Black"",""Size"":""L""}"
Garden,"Quia Sapiente Molestiae (Garden)",quia-sapiente-molestiae-garden,"Minus possimus omnis nobis in. Deserunt nihil facilis repellat voluptatibus qui quod rem aut. Ipsum odit et aut est eligendi repudiandae ratione voluptas. Doloribus dolores qui et minus dolor ducimus reiciendis facere. Temporibus voluptatem ea aut velit aut.","Atque expedita veniam qui excepturi tenetur repellat.",active,https://picsum.photos/300/300?random=94,"[""https:\/\/picsum.photos\/600\/600?random=940"",""https:\/\/picsum.photos\/600\/600?random=941""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Quia Sapiente Molestiae (Garden) - Black / S",85E-00094,9012089221857,263.82,316.58,159.89,2,1,0,2349.33,g,35.17,8.25,43.94,cm,"{""Color"":""Black"",""Size"":""S""}"
Garden,"Est Aliquam Perspiciatis (Garden)",est-aliquam-perspiciatis-garden,"Sequi dolor omnis rem esse. Alias et voluptates ad consequuntur quia perferendis. Qui omnis quo aut eveniet quia modi. Error quo fugit asperiores recusandae autem.","Voluptatibus doloremque ea dolorem labore voluptate dignissimos ducimus quibusdam.",active,https://picsum.photos/300/300?random=95,"[""https:\/\/picsum.photos\/600\/600?random=950"",""https:\/\/picsum.photos\/600\/600?random=951""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Est Aliquam Perspiciatis (Garden) - Black / M",9ZD-00095,4519094624406,382.69,,153.69,105,1,0,3302.34,g,9.89,36.01,38.4,cm,"{""Color"":""Black"",""Size"":""M""}"
Garden,"Eum Iusto Facere (Garden)",eum-iusto-facere-garden,"Magnam itaque aut illum culpa sint libero. Totam deserunt doloremque harum et rerum saepe nemo. Excepturi omnis eaque quisquam cum quisquam autem laboriosam. Eligendi non sunt iure officiis. Sit laborum voluptatum a aut nihil officia velit ut.","Ut et fugiat voluptas.",active,https://picsum.photos/300/300?random=96,"[""https:\/\/picsum.photos\/600\/600?random=960"",""https:\/\/picsum.photos\/600\/600?random=961""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Eum Iusto Facere (Garden) - White / M",D6P-00096,9640125348857,436.79,,181.24,62,1,0,911.95,g,23.93,46.56,31.77,cm,"{""Color"":""White"",""Size"":""M""}"
Garden,"Optio Excepturi Ipsam (Garden)",optio-excepturi-ipsam-garden,"Cumque est ea similique velit repudiandae odit maxime. Corporis rerum repellat qui molestiae modi. Eveniet praesentium et porro ipsam commodi corrupti sit sed. Sed inventore ratione qui suscipit in ipsum.","Rerum et et porro minus totam inventore architecto.",active,https://picsum.photos/300/300?random=97,"[""https:\/\/picsum.photos\/600\/600?random=970"",""https:\/\/picsum.photos\/600\/600?random=971""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Optio Excepturi Ipsam (Garden) - White / L",MSJ-00097,5563766364441,31.68,,24.37,30,1,0,4332.05,g,36.64,14.28,15.59,cm,"{""Color"":""White"",""Size"":""L""}"
Garden,"Voluptates Tenetur Illum (Garden)",voluptates-tenetur-illum-garden,"Quam sed fuga quod rem. Earum eveniet cumque fuga error ipsa sint. Repellat consectetur fuga aut error voluptas. Quia id quae aut dolorum eos voluptas. Aperiam harum aut enim hic veritatis et earum libero. Aut laudantium est labore quo omnis vel.","Quasi velit velit in accusamus sapiente omnis est.",active,https://picsum.photos/300/300?random=98,"[""https:\/\/picsum.photos\/600\/600?random=980"",""https:\/\/picsum.photos\/600\/600?random=981""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Voluptates Tenetur Illum (Garden) - White / M",SQA-00098,8387388492804,185.22,,117.23,2,1,0,3953.94,g,34.44,5.18,24.15,cm,"{""Color"":""White"",""Size"":""M""}"
Garden,"Numquam Illum Voluptate (Garden)",numquam-illum-voluptate-garden,"Est nulla ut eius consequuntur. Eum architecto quam nam necessitatibus nihil numquam. Et explicabo architecto cupiditate. Nulla omnis optio nesciunt cum omnis mollitia sit.","Non eligendi dolorem est non occaecati.",active,https://picsum.photos/300/300?random=99,"[""https:\/\/picsum.photos\/600\/600?random=990"",""https:\/\/picsum.photos\/600\/600?random=991""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Numquam Illum Voluptate (Garden) - Black / L",L8U-00099,1776080924909,13.89,,9.99,125,1,0,1005.3,g,12.26,11.29,5.65,cm,"{""Color"":""Black"",""Size"":""L""}"
Garden,"Qui Reprehenderit Est (Garden)",qui-reprehenderit-est-garden,"Sit ratione beatae eligendi maxime. Nam est molestiae eum odio corporis quam. Ullam sunt enim ex. Quas et quidem sit magni.","A et sunt distinctio.",active,https://picsum.photos/300/300?random=100,"[""https:\/\/picsum.photos\/600\/600?random=1000"",""https:\/\/picsum.photos\/600\/600?random=1001""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Qui Reprehenderit Est (Garden) - Black / M",VQF-00100,0908536796162,18.14,21.77,7.59,96,1,0,2149.46,g,43.8,32.67,40.34,cm,"{""Color"":""Black"",""Size"":""M""}"
