product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Health,"Corporis Tempore Ipsum (Health)",corporis-tempore-ipsum-health,"Quisquam autem expedita et quidem qui. Quas sequi qui dicta et numquam. Numquam eos quasi eos distinctio et architecto delectus.","Exercitationem sapiente culpa nisi libero.",active,https://picsum.photos/300/300?random=111,"[""https:\/\/picsum.photos\/600\/600?random=1110"",""https:\/\/picsum.photos\/600\/600?random=1111""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Corporis Tempore Ipsum (Health) - Black / M",ODR-00111,6373026269367,260.49,312.59,111.8,68,1,0,4527.11,g,41.41,5.01,39.25,cm,"{""Color"":""Black"",""Size"":""M""}"
Health,"Id Eius Adipisci (Health)",id-eius-adipisci-health,"Reiciendis deserunt ad numquam ea libero animi. Enim ducimus eius praesentium quisquam. Maiores tempora animi maxime et odit dolorem accusamus. A nostrum veniam dolorum. Quos maiores reiciendis exercitationem soluta. Doloremque perferendis at cum ea ex.","Rerum ipsum repellat atque in.",active,https://picsum.photos/300/300?random=112,"[""https:\/\/picsum.photos\/600\/600?random=1120"",""https:\/\/picsum.photos\/600\/600?random=1121""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Id Eius Adipisci (Health) - Black / S",JHX-00112,8642198662978,15.34,,12.68,53,1,0,4683.13,g,37.15,26.04,17.06,cm,"{""Color"":""Black"",""Size"":""S""}"
Health,"Ducimus Labore Corrupti (Health)",ducimus-labore-corrupti-health,"Omnis ipsum maxime ipsum. Deserunt fugit tenetur maiores eius. Rerum ducimus sit mollitia iusto qui aut alias. Enim doloremque dignissimos dignissimos odio voluptatibus. Consequatur est quod consequatur voluptate tempora doloribus numquam.","Placeat in ratione vitae labore harum ipsam.",active,https://picsum.photos/300/300?random=113,"[""https:\/\/picsum.photos\/600\/600?random=1130"",""https:\/\/picsum.photos\/600\/600?random=1131""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Ducimus Labore Corrupti (Health) - Black / M",TTC-00113,5156651216781,15.26,,6.55,123,1,0,868.37,g,22.5,35.26,26.56,cm,"{""Color"":""Black"",""Size"":""M""}"
Health,"Eaque Eius Natus (Health)",eaque-eius-natus-health,"Repellendus sed saepe pariatur neque omnis perferendis consequatur. Quam nobis ea voluptatem fuga nihil dolorem eum. Unde earum architecto facere.","Quo quas sit voluptas aperiam.",active,https://picsum.photos/300/300?random=114,"[""https:\/\/picsum.photos\/600\/600?random=1140"",""https:\/\/picsum.photos\/600\/600?random=1141""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Eaque Eius Natus (Health) - Black / L",YHT-00114,9947266004353,92.07,,61.38,52,1,0,3271.63,g,25.77,45.99,33.7,cm,"{""Color"":""Black"",""Size"":""L""}"
Health,"Et Iure Id (Health)",et-iure-id-health,"Autem esse placeat accusamus sit. Nesciunt et iste quidem maxime nisi. Eos beatae quaerat aperiam provident. Error laudantium reprehenderit pariatur molestiae consectetur qui. Sed aut culpa ipsum perferendis ut maiores. Commodi corporis facilis ab.","Corrupti ut laborum aliquam facere hic consequatur velit.",active,https://picsum.photos/300/300?random=115,"[""https:\/\/picsum.photos\/600\/600?random=1150"",""https:\/\/picsum.photos\/600\/600?random=1151""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Et Iure Id (Health) - Black / S",O5P-00115,3520978285614,80.92,,40.46,62,1,0,4101.31,g,5.71,37.57,47.88,cm,"{""Color"":""Black"",""Size"":""S""}"
Health,"Et Eligendi Eligendi (Health)",et-eligendi-eligendi-health,"Et in tempora quis illum. Porro similique qui ut sed molestias. Sint et vero laborum dolorem. Dolores delectus expedita corrupti tempore harum dolor atque.","Pariatur nihil quia odit quisquam inventore et eum.",active,https://picsum.photos/300/300?random=116,"[""https:\/\/picsum.photos\/600\/600?random=1160"",""https:\/\/picsum.photos\/600\/600?random=1161""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Et Eligendi Eligendi (Health) - White / M",AC5-00116,2254460553615,352.72,423.27,172.06,44,1,0,2640.73,g,5.47,37.87,49.67,cm,"{""Color"":""White"",""Size"":""M""}"
Health,"Magni Dicta Dolore (Health)",magni-dicta-dolore-health,"Expedita velit excepturi aliquid aut fugiat maiores tenetur. Vero aspernatur laudantium in corporis. Quae mollitia et aut.","Qui inventore aliquam omnis sunt at.",active,https://picsum.photos/300/300?random=117,"[""https:\/\/picsum.photos\/600\/600?random=1170"",""https:\/\/picsum.photos\/600\/600?random=1171""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Magni Dicta Dolore (Health) - White / M",WVS-00117,7984900413869,139.01,,113.94,138,1,0,4178.08,g,21.95,37.99,24.8,cm,"{""Color"":""White"",""Size"":""M""}"
Health,"Repellendus Fuga Soluta (Health)",repellendus-fuga-soluta-health,"Quasi velit amet quia eveniet iste voluptatem. Distinctio et sunt repellat modi eos ut praesentium quia. Sed autem quo quia vel.","Enim repellat qui est voluptatibus numquam.",active,https://picsum.photos/300/300?random=118,"[""https:\/\/picsum.photos\/600\/600?random=1180"",""https:\/\/picsum.photos\/600\/600?random=1181""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Repellendus Fuga Soluta (Health) - White / S",GRX-00118,2180756988307,296.32,355.59,177.44,49,1,0,3883.87,g,9.73,15.24,29.4,cm,"{""Color"":""White"",""Size"":""S""}"
Health,"Aliquid Quasi Ut (Health)",aliquid-quasi-ut-health,"Quasi et quaerat veniam temporibus voluptatem nesciunt. Fuga soluta quo qui quae enim accusantium possimus. Saepe quo quasi quas.","Id et similique quaerat fuga sit.",active,https://picsum.photos/300/300?random=119,"[""https:\/\/picsum.photos\/600\/600?random=1190"",""https:\/\/picsum.photos\/600\/600?random=1191""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Aliquid Quasi Ut (Health) - Black / S",MF7-00119,4838064475856,330.1,,158.7,45,1,0,663.53,g,46.3,46.9,15.82,cm,"{""Color"":""Black"",""Size"":""S""}"
Health,"Rerum Id Consequatur (Health)",rerum-id-consequatur-health,"Et repellendus pariatur repellendus fugiat ratione. Veritatis aut blanditiis voluptatem voluptatum accusamus vel ut. Nobis omnis quis laudantium enim illo.","Neque esse ipsum voluptatem.",active,https://picsum.photos/300/300?random=120,"[""https:\/\/picsum.photos\/600\/600?random=1200"",""https:\/\/picsum.photos\/600\/600?random=1201""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Rerum Id Consequatur (Health) - Black / L",BAS-00120,0526212708249,69.9,,31.92,3,1,0,4513.63,g,32.19,16.14,34.76,cm,"{""Color"":""Black"",""Size"":""L""}"
