product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Toys,"Est Consequatur Qui (Toys)",est-consequatur-qui-toys,"Vero ab consequatur omnis iusto qui consequatur. Beatae enim voluptatem aut eius dolore. Quo dolores esse consequatur molestias atque sed. Labore et est vel veniam repudiandae. Molestiae possimus voluptas dolorem molestiae et quam.","Est non quidem explicabo maiores praesentium porro ratione.",active,https://picsum.photos/300/300?random=171,"[""https:\/\/picsum.photos\/600\/600?random=1710"",""https:\/\/picsum.photos\/600\/600?random=1711""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Est Consequatur Qui (Toys) - Black / L",B2I-00171,6254862898778,284.91,,121.24,41,1,0,2683.34,g,24.14,15.42,15.66,cm,"{""Color"":""Black"",""Size"":""L""}"
Toys,"Aliquam Non Autem (Toys)",aliquam-non-autem-toys,"Laborum dolorem adipisci dolorem sint tenetur cupiditate illum. In ipsum error atque. Tempora tenetur cumque quas sunt quo. Rem laboriosam enim eos.","Quia quia sed voluptate rerum eos ex eaque qui.",active,https://picsum.photos/300/300?random=172,"[""https:\/\/picsum.photos\/600\/600?random=1720"",""https:\/\/picsum.photos\/600\/600?random=1721""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Aliquam Non Autem (Toys) - Black / L",KN7-00172,8238016854559,345.06,,159.75,127,1,0,3864.89,g,48.95,14.46,20.86,cm,"{""Color"":""Black"",""Size"":""L""}"
Toys,"Et Molestias Tempora (Toys)",et-molestias-tempora-toys,"Dolorem tempora veniam nostrum voluptates consequuntur. Non repellat sit ullam esse velit reprehenderit modi. Eaque quia qui maiores repudiandae fugit quia voluptas.","Et expedita quasi modi cumque nostrum.",active,https://picsum.photos/300/300?random=173,"[""https:\/\/picsum.photos\/600\/600?random=1730"",""https:\/\/picsum.photos\/600\/600?random=1731""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Et Molestias Tempora (Toys) - White / M",JML-00173,8992464452315,176.58,211.89,97.02,148,1,0,4092.59,g,5.84,21.65,6.04,cm,"{""Color"":""White"",""Size"":""M""}"
Toys,"Error Optio Ea (Toys)",error-optio-ea-toys,"Dolore autem magni nisi deleniti vel et. Voluptatem quibusdam adipisci magni vel. Autem omnis ipsa praesentium ut labore dolorem qui perferendis. Sunt expedita sit repudiandae deleniti quasi ad. Soluta autem assumenda ullam et qui quibusdam repellat. Impedit quis ut maiores sint et.","Voluptas atque sint facilis a.",active,https://picsum.photos/300/300?random=174,"[""https:\/\/picsum.photos\/600\/600?random=1740"",""https:\/\/picsum.photos\/600\/600?random=1741""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Error Optio Ea (Toys) - Black / S",J4J-00174,7084011645439,234.74,,168.88,93,1,0,4977.62,g,39.38,42.15,18.55,cm,"{""Color"":""Black"",""Size"":""S""}"
Toys,"Fugiat Quos Culpa (Toys)",fugiat-quos-culpa-toys,"Soluta unde nobis architecto perspiciatis delectus. Ipsa fuga incidunt sint velit omnis amet dignissimos. Eaque qui aut mollitia sed dicta ratione nemo. Rerum quibusdam sed quis eveniet maxime doloremque.","Iste et quam non.",active,https://picsum.photos/300/300?random=175,"[""https:\/\/picsum.photos\/600\/600?random=1750"",""https:\/\/picsum.photos\/600\/600?random=1751""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Fugiat Quos Culpa (Toys) - Black / S",CT4-00175,7748235972718,169.09,,97.18,99,1,1,1449.81,g,46.76,8.42,17.69,cm,"{""Color"":""Black"",""Size"":""S""}"
Toys,"Distinctio Rem Atque (Toys)",distinctio-rem-atque-toys,"Libero ratione quidem earum optio omnis veritatis non sit. Voluptas deleniti corrupti nemo. Est et quos hic. Et nostrum natus rem perferendis. Sed architecto omnis natus saepe et ullam eligendi consectetur.","Animi rem architecto quae.",active,https://picsum.photos/300/300?random=176,"[""https:\/\/picsum.photos\/600\/600?random=1760"",""https:\/\/picsum.photos\/600\/600?random=1761""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Distinctio Rem Atque (Toys) - Black / S",WUO-00176,3635132871500,376.53,,187.33,35,1,0,2931.66,g,26.87,37.48,11.16,cm,"{""Color"":""Black"",""Size"":""S""}"
Toys,"Eligendi Non Quae (Toys)",eligendi-non-quae-toys,"Omnis nam voluptas rerum sunt. Eligendi voluptatem fugiat iusto nisi laboriosam sint architecto. Necessitatibus minus ipsum deleniti nesciunt. Enim a non sapiente harum quo aut.","Similique molestiae vel praesentium.",active,https://picsum.photos/300/300?random=177,"[""https:\/\/picsum.photos\/600\/600?random=1770"",""https:\/\/picsum.photos\/600\/600?random=1771""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Eligendi Non Quae (Toys) - Black / M",71O-00177,8455758768641,145.33,174.39,99.54,105,1,0,1622.8,g,36.27,45.02,46.85,cm,"{""Color"":""Black"",""Size"":""M""}"
Toys,"Et Quia Laboriosam (Toys)",et-quia-laboriosam-toys,"Animi nisi autem eos ea. Quia rem officiis est. Provident dolorem aut quo.","Dignissimos mollitia ipsam ex est sed vero eos.",active,https://picsum.photos/300/300?random=178,"[""https:\/\/picsum.photos\/600\/600?random=1780"",""https:\/\/picsum.photos\/600\/600?random=1781""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Et Quia Laboriosam (Toys) - White / M",QID-00178,5999141265018,153.45,,108.06,38,1,0,4470.1,g,29.35,15.58,49.1,cm,"{""Color"":""White"",""Size"":""M""}"
Toys,"Qui Officia Vel (Toys)",qui-officia-vel-toys,"Incidunt doloribus enim et in ratione. Tempore odio reiciendis eum et accusantium. Cupiditate dolore itaque maxime quod vitae autem pariatur inventore. Omnis quo nulla quam molestiae dolores sed. In deleniti voluptatibus dolores voluptatem harum sed assumenda.","Ut nihil quam voluptatum doloremque dolor et eos aperiam.",active,https://picsum.photos/300/300?random=179,"[""https:\/\/picsum.photos\/600\/600?random=1790"",""https:\/\/picsum.photos\/600\/600?random=1791""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Qui Officia Vel (Toys) - White / S",TXG-00179,0541934925330,106.7,,70.2,114,1,0,2441.61,g,44.46,49.63,17.89,cm,"{""Color"":""White"",""Size"":""S""}"
Toys,"Cupiditate Rem Aliquam (Toys)",cupiditate-rem-aliquam-toys,"Molestiae eos et aut ut nostrum excepturi voluptatibus. Quidem et et optio. Sed voluptas qui iusto amet ab impedit. Quidem ullam sint commodi molestiae. Ut qui aliquam aperiam dolorem odio non.","Beatae voluptatem aut aperiam doloribus labore.",active,https://picsum.photos/300/300?random=180,"[""https:\/\/picsum.photos\/600\/600?random=1800"",""https:\/\/picsum.photos\/600\/600?random=1801""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Cupiditate Rem Aliquam (Toys) - White / L",9FO-00180,5328152629654,126.75,,97.5,2,1,0,2687.06,g,45.43,23.25,25.78,cm,"{""Color"":""White"",""Size"":""L""}"
