product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Sporting,"Eos Qui Non (Sporting)",eos-qui-non-sporting,"Ut sunt mollitia nihil cumque. Distinctio rerum sit optio autem odio. Cum quibusdam expedita iusto. Voluptas cumque rerum nihil odio.","Sed voluptatibus veritatis porro soluta.",active,https://picsum.photos/300/300?random=71,"[""https:\/\/picsum.photos\/600\/600?random=710"",""https:\/\/picsum.photos\/600\/600?random=711""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Eos Qui Non (Sporting) - Black / M",7YA-00071,7330461648484,167.81,,114.94,126,1,0,590.39,g,40.28,35.33,20.64,cm,"{""Color"":""Black"",""Size"":""M""}"
Sporting,"Est Illo Dolorum (Sporting)",est-illo-dolorum-sporting,"Nihil corrupti ut deserunt nemo. Aut dolore aliquam culpa laborum est. Accusantium autem ipsam sint. Quia magnam fuga delectus ab reiciendis voluptatem animi. Voluptatem vitae eveniet nihil cupiditate voluptatem praesentium.","Veritatis tempora ut ut provident.",active,https://picsum.photos/300/300?random=72,"[""https:\/\/picsum.photos\/600\/600?random=720"",""https:\/\/picsum.photos\/600\/600?random=721""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Est Illo Dolorum (Sporting) - White / S",AKO-00072,5118065407544,101.84,,46.5,114,1,0,2017.94,g,47.02,6.57,16.52,cm,"{""Color"":""White"",""Size"":""S""}"
Sporting,"Dolore Nihil Qui (Sporting)",dolore-nihil-qui-sporting,"Et non eaque autem veritatis deleniti ipsum sed harum. Tempora a soluta maxime sint laboriosam nihil. Dolor totam est qui enim amet saepe saepe. Vel impedit nam consequatur iste voluptate.","Animi inventore quae pariatur ullam.",active,https://picsum.photos/300/300?random=73,"[""https:\/\/picsum.photos\/600\/600?random=730"",""https:\/\/picsum.photos\/600\/600?random=731""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Dolore Nihil Qui (Sporting) - Black / S",CHW-00073,2865660674415,46.11,,20.05,57,1,0,676.33,g,29.11,10.69,46.86,cm,"{""Color"":""Black"",""Size"":""S""}"
Sporting,"Sed Est Assumenda (Sporting)",sed-est-assumenda-sporting,"Ducimus eveniet omnis sed nemo quia eveniet. Corporis qui necessitatibus iure omnis ut voluptatum. Animi omnis fugiat id aliquid earum rerum libero. Magnam architecto pariatur laborum aut aut voluptates doloremque.","Odio sed voluptas quos accusantium incidunt ab.",active,https://picsum.photos/300/300?random=74,"[""https:\/\/picsum.photos\/600\/600?random=740"",""https:\/\/picsum.photos\/600\/600?random=741""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Sed Est Assumenda (Sporting) - White / L",TMC-00074,4307434921083,144.2,173.03,77.11,114,1,0,3367.83,g,29.77,24.11,45.84,cm,"{""Color"":""White"",""Size"":""L""}"
Sporting,"Voluptatem Odio Rerum (Sporting)",voluptatem-odio-rerum-sporting,"Eaque ex asperiores et quia. Sapiente quia ex in quidem sint est. Accusamus in deleniti maxime autem rerum. Et quae molestias rerum reiciendis nam. Omnis architecto tenetur illum aliquam. Non et beatae qui.","Ab quam dolorem et suscipit sunt.",active,https://picsum.photos/300/300?random=75,"[""https:\/\/picsum.photos\/600\/600?random=750"",""https:\/\/picsum.photos\/600\/600?random=751""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Voluptatem Odio Rerum (Sporting) - White / M",JZA-00075,1608275620047,216.59,,93.76,122,1,0,827.48,g,10.95,35.65,33.96,cm,"{""Color"":""White"",""Size"":""M""}"
Sporting,"Fuga Cum Soluta (Sporting)",fuga-cum-soluta-sporting,"Perferendis saepe vel nam perferendis illum iure omnis. Sit recusandae quibusdam ut et qui. Voluptatem id occaecati omnis numquam dolor vero sunt.","Aut consequatur modi omnis omnis porro qui aspernatur.",active,https://picsum.photos/300/300?random=76,"[""https:\/\/picsum.photos\/600\/600?random=760"",""https:\/\/picsum.photos\/600\/600?random=761""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Fuga Cum Soluta (Sporting) - Black / M",DK4-00076,5622034918318,157.24,,68.07,143,1,0,764.61,g,36.55,42.09,14.21,cm,"{""Color"":""Black"",""Size"":""M""}"
Sporting,"Iusto Aut Accusamus (Sporting)",iusto-aut-accusamus-sporting,"Sint sapiente est fuga omnis dignissimos magnam commodi est. Ratione sint officiis dolore cumque qui assumenda. Sint possimus nemo vitae voluptate doloremque nulla eaque. Quidem dolore minus enim ducimus et nobis vero.","Debitis eveniet quibusdam sit.",active,https://picsum.photos/300/300?random=77,"[""https:\/\/picsum.photos\/600\/600?random=770"",""https:\/\/picsum.photos\/600\/600?random=771""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Iusto Aut Accusamus (Sporting) - White / M",2GO-00077,2637962591437,191.7,,135.96,126,1,0,4427.87,g,8.89,16.92,25.09,cm,"{""Color"":""White"",""Size"":""M""}"
Sporting,"Autem Hic Rem (Sporting)",autem-hic-rem-sporting,"Delectus aliquam quisquam modi voluptatibus distinctio. Rerum eum debitis est repellat quasi natus et. Qui dolorem esse vitae ratione enim. Ratione tenetur repudiandae consequatur omnis. Asperiores provident et laborum nihil. Itaque nihil quos expedita occaecati enim.","Sequi aut animi sint omnis voluptatem blanditiis quia quaerat.",active,https://picsum.photos/300/300?random=78,"[""https:\/\/picsum.photos\/600\/600?random=780"",""https:\/\/picsum.photos\/600\/600?random=781""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Autem Hic Rem (Sporting) - White / L",GFR-00078,5628717210076,254.85,305.82,166.57,113,1,0,3794.67,g,25.37,17.95,45.04,cm,"{""Color"":""White"",""Size"":""L""}"
Sporting,"Velit Rerum Quam (Sporting)",velit-rerum-quam-sporting,"Atque sunt voluptas nihil atque voluptatem molestiae vel. Sed et dignissimos amet ullam. Ut et laborum qui odit ad debitis reiciendis. Alias quia qui deleniti rem. Dolores voluptas explicabo et iure sint blanditiis omnis.","Amet sit quaerat eveniet architecto eos minima.",active,https://picsum.photos/300/300?random=79,"[""https:\/\/picsum.photos\/600\/600?random=790"",""https:\/\/picsum.photos\/600\/600?random=791""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Velit Rerum Quam (Sporting) - Black / M",YJL-00079,1852170184580,31.86,,14.68,116,1,0,1216.36,g,35.85,37.12,44.8,cm,"{""Color"":""Black"",""Size"":""M""}"
Sporting,"Modi Aspernatur Iure (Sporting)",modi-aspernatur-iure-sporting,"Quis aspernatur aut tenetur ut. Et velit aut vero velit minus facilis. Ex praesentium praesentium quae blanditiis hic deleniti commodi. Recusandae sed adipisci at aliquid et eos. Voluptatibus iste et et minus reiciendis. Et aliquid iste ipsum nobis assumenda ullam commodi.","At eius dolorem qui quisquam minima dolores.",active,https://picsum.photos/300/300?random=80,"[""https:\/\/picsum.photos\/600\/600?random=800"",""https:\/\/picsum.photos\/600\/600?random=801""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Modi Aspernatur Iure (Sporting) - White / M",EYB-00080,0329095882316,236.32,283.58,175.05,105,1,0,2894.49,g,44.11,31.4,22.69,cm,"{""Color"":""White"",""Size"":""M""}"
